Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	# Decoy Protein: Combined	Coverage [%]	# Peptides	# PSMs	# Protein Unique Peptides	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Grouped): Empty	Abundances (Grouped): T1A	Abundances (Grouped): T1H	Abundances (Grouped): T3A	Abundances (Grouped): T3H	Abundances (Grouped): T5A	Abundances (Grouped): T5H	Abundances (Grouped): Wild	Abundances (Grouped) CV [%]: Empty	Abundances (Grouped) CV [%]: T1A	Abundances (Grouped) CV [%]: T1H	Abundances (Grouped) CV [%]: T3A	Abundances (Grouped) CV [%]: T3H	Abundances (Grouped) CV [%]: T5A	Abundances (Grouped) CV [%]: T5H	Abundances (Grouped) CV [%]: Wild	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Abundances Count: F1: 127C, Sample, Empty"	"Abundances Count: F1: 128C, Sample, Empty"	"Abundances Count: F1: 128N, Sample, T1A"	"Abundances Count: F1: 129N, Sample, T1A"	"Abundances Count: F1: 129C, Sample, T1H"	"Abundances Count: F1: 130N, Sample, T1H"	"Abundances Count: F1: 130C, Sample, T3A"	"Abundances Count: F1: 131N, Sample, T3A"	"Abundances Count: F1: 131C, Sample, T3H"	"Abundances Count: F1: 132N, Sample, T3H"	"Abundances Count: F1: 132C, Sample, T5A"	"Abundances Count: F1: 133N, Sample, T5A"	"Abundances Count: F1: 133C, Sample, T5H"	"Abundances Count: F1: 134N, Sample, T5H"	"Abundances Count: F1: 126, Sample, Wild"	"Abundances Count: F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12127.t1	Montipora_capitata_KBHIv3___RNAseq.g12127.t1	0	7.015	0	5	3	3	3	3	734	82.4	5.24	0	3	0		42.4	44.2	45.8	43	41	35.2	41.6		7.59	9.69	16.52	10.91	14.35	17.91	9.04			44.7	40.2	41.3	47.4	40.7	51.5	46.5	39.8	37	45.4	40	31	44.4	39.1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6258.t1	Montipora_capitata_KBHIv3___RNAseq.g6258.t1	0.005	2.127	35	7	1	1	1	1	184	21	5.29	0	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000356969.1	Cladocopium_goreaui_v3___evm.model.scf7180000356969.1	0.006	2.046	38	5	1	2	1	1	339	36.3	4.53	1.78	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35582.t1	Montipora_capitata_KBHIv3___RNAseq.g35582.t1	0	7.611	0	5	2	2	2	2	550	63.6	5.39	2.75	2	0		84.9	72.9	61.3	74.7	69.5	79.8	78.9		1.78	1.5	8.14	8.68	44	18.87	38.86			86	83.8	72.1	73.7	57.9	65	79.4	70.2	50.4	95.9	69.8	91.3	59.5	104.6			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s778_g29423	Durusdinium_trenchii_CCMP2556_v1___s778_g29423	0	12.16	0	10	2	3	2	2	216	23.6	8.6	7.81	2	0		90	42.7	87.5	19.7	79.5	120.6	74.6		4.71	74.3	16.5	36.32	28.44	68.16	72.07			87	93	23.8	76.6	98.3	77.8	25.6	15.2	64.9	97.5	71.3	203.9	42.5	130.8			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33451.t1	Montipora_capitata_KBHIv3___RNAseq.g33451.t1	0	71.01	0	40	16	28	13	15	564	61.1	5.5	37.49	16	1	691.6	776.7	716.5	766.8	882.5	442.2	602.5	730.1	49.07	45.33	39.91	8.17	1.57	18.11	60.62	28.84	481.6	993.3	557.1	1082.8	957.6	536.1	812.4	723.7	892.4	872.7	388.8	503	952.7	381	593.7	897.9	1	3	12	12	12	12	12	12	12	12	12	12	12	12	12	12	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6487.t1	Montipora_capitata_KBHIv3___RNAseq.g6487.t1	0	21.487	0	22	5	6	5	5	318	35.4	6.52	15.22	5	0	30.6	317.4	277.9	296.6	265.2	304.9	252.3	307.6		16.88	3.31	1.57	8.64	8.39	5.54	3.36	30.6		281.6	357.9	284.5	271.4	293.3	299.9	282	249.5	287.3	323.6	262.4	242.6	300.4	315	1		3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12085.t1	Montipora_capitata_KBHIv3___RNAseq.g12085.t1	0	19.003	0	12	5	5	5	5	446	49.8	7.2	7.01	5	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s3070_g49693	Durusdinium_trenchii_CCMP2556_v1___s3070_g49693	0	14.842	0	18	4	4	3	4	365	39.9	7.66	11.52	4	0																																																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13073.t1	Montipora_capitata_KBHIv3___RNAseq.g13073.t1	0	10.686	0	5	3	3	3	3	695	77.8	8.05	2.24	3	0	374.6	183	172.5	197.1	191.1	188.6	226.1	212.3		2.39	7.16	9.92	1.75	3.35	5.39	10.21		374.6	179.9	186.1	181.5	164	183.7	211.4	188.8	193.5	193.1	184.2	217.7	234.9	197.5	228.3		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37044.t1	Montipora_capitata_KBHIv3___RNAseq.g37044.t1	0	17.866	0	15	4	5	3	4	366	41.9	6.23	7.25	4	0	304.2	131.9	182	139.2	173.2	46.8	71.1	137.5	36.03	4.99	6.79	5.09	5.56	113.37	101.65	2.78	234.4	394.7	127.3	136.6	191	173.5	134.3	144.3	166.5	180.1	15.5	141	175.7	28.8	140.3	134.9	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49831.t1	Montipora_capitata_KBHIv3___RNAseq.g49831.t1	0	41.141	0	21	7	12	7	7	368	40	9.44	25.44	7	0	187.1	160.9	102	177.7	97.8	148.9	134.7	150.7		9	24.16	11.21	1.93	8.47	7.62	6.09		187.1	150.9	171.5	85.9	121.2	192.4	164.1	96.5	99.2	140.2	158.1	142.2	127.6	157.3	144.3		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g4651.t3	Montipora_capitata_KBHIv3___TS.g4651.t3	0	14.448	0	6	4	4	4	4	721	83.3	6.1	0	4	0	623.2	182.7	193.9	225.2	182.6	172.8	177.9	175.7	19.01	6.28	11.34	2.58	2.06	18.67	23.67	1.48	713.4	544.4	174.8	191	210.1	178.9	221.1	229.3	185.3	179.9	197.3	151.3	150.2	210.7	177.6	173.9	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15146.t1	Montipora_capitata_KBHIv3___RNAseq.g15146.t1	0.004	2.499	23	1	1	1	0	1	557	62.5	5.63	0	1	0		14.3	16.5	15.2	18.1	16.5	17.9	12		13.85	6.81	24.66	1.63	0.79	2.49	5.41			15.7	12.9	17.3	15.7	18.1	12.7	17.9	18.3	16.6	16.4	18.2	17.6	11.6	12.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41067.t1	Montipora_capitata_KBHIv3___RNAseq.g41067.t1	0.007	1.98	44	1	1	1	1	1	1227	133.5	9.22	2.58	1	0																																																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24572.t1	Montipora_capitata_KBHIv3___RNAseq.g24572.t1	0.002	3.149	13	7	2	2	2	2	230	25.2	8.91	1.64	2	0		35.5	27.9	30.8	29.3	41.9	33.9	27.7		18.06	17.69	4.39	15.27	50.08	5.64	1.16			40.4	31.2	24.6	31.7	31.8	29.9	32.7	26.3	28.9	60.7	32.6	35.3	27.9	27.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15161.t1	Montipora_capitata_KBHIv3___RNAseq.g15161.t1	0.002	2.923	13	2	1	1	1	1	706	80.8	4.98	0	1	0																																																	Not Found	Not Found	Not Found	High	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g1014.t1	Montipora_capitata_KBHIv3___TS.g1014.t1	0	5.779	1	7	2	2	0	2	323	37.5	6.44	2.66	2	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33358.t1	Montipora_capitata_KBHIv3___RNAseq.g33358.t1	0	19.536	0	23	5	10	5	5	265	30	10.32	10.52	5	0	1156.3	496.6	594.8	520.5	680	569.6	517.3	498.7		0.04	1.36	2.09	5.46	9.98	18.46	5.23		1156.3	496.5	496.8	600.6	589.1	512.8	528.2	654.3	706.9	530.8	611.3	589.8	453.6	480.6	517.5		3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g9808.t1	Montipora_capitata_KBHIv3___TS.g9808.t1	0	16.076	0	12	3	6	3	3	391	43	6.29	12.38	3	0		28.1	39.5	30.9	24.3	32.6	19	29.2		12.89	31.03	16.71	47.53	17.34	6.35	12.04			25.6	30.8	49.4	31.6	27.4	34.8	34.4	17.1	36.9	28.9	19.8	18.1	26.9	31.8			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g11356.t3a	Montipora_capitata_KBHIv3___TS.g11356.t3a	0	29.562	0	5	8	9	8	8	1864	210.2	5.5	9.27	8	0	507.7	370.3	414.9	453.6	398	367.3	318.1	319.8		0.59	11.61	9.96	6.32	46.46	4.27	2.3		507.7	371.9	368.8	450.5	382.1	422.7	486.8	380.6	416.2	516.6	261.1	308.6	327.8	325.1	314.7		3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g10038.t1	Montipora_capitata_KBHIv3___TS.g10038.t1	0	16.464	0	13	5	5	5	5	551	61.4	7.9	5.8	5	0		122.7	107.1	122.9	112.8	119.1	129.4	131.9		11.1	4.15	6.54	4.78	15.66	4.52	14.8			113.4	132.7	104	110.2	117.4	128.7	116.7	109.1	106.6	133.1	133.6	125.3	118.7	146.5			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g17820.t1	Montipora_capitata_KBHIv3___RNAseq.g17820.t1	0.003	2.667	16	6	1	1	1	1	157	17.5	4.31	1.68	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7259.t1	Montipora_capitata_KBHIv3___RNAseq.g7259.t1	0.002	3.039	13	1	1	1	1	1	2054	230.5	8.21	0	1	0		16	19.5	17	23.7	12.7	13.9	18.6		8.57	16.24	7.91	4.49	4.07	3.87	10.78			17	15.1	21.9	17.4	18	16.1	24.5	23	13.1	12.4	14.2	13.5	20.1	17.3			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49806.t1	Montipora_capitata_KBHIv3___RNAseq.g49806.t1	0	14.329	0	16	5	5	5	5	273	30.8	4.78	0	5	0	236.4	311.4	115.5	152.6	87.9	393.6	170.6	137.7		11.41	14.81	58.29	4.94	18.79	16.33	21.21		236.4	287.2	337.6	104	128.3	236.5	98.5	91	84.8	449.9	344.4	191.6	151.9	118.4	160.2		1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5419.t1	Montipora_capitata_KBHIv3___RNAseq.g5419.t1	0	16.398	0	3	5	5	5	5	2059	224.8	8.72	2.07	5	0		300	392.9	347.7	372.1	290.9	292.5	300.1		2.57	8.06	10	4.75	1.57	9.66	10.92			305.5	294.6	371.1	415.9	373.2	323.9	384.8	359.9	287.7	294.2	313.2	273.2	324.2	277.8			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15672.t3	Montipora_capitata_KBHIv3___RNAseq.g15672.t3	0	4.717	1	10	2	2	2	2	341	39.8	5.66	2.25	2	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20381.t1	Montipora_capitata_KBHIv3___RNAseq.g20381.t1	0.002	2.967	13	2	1	1	1	1	590	65.6	6.52	1.95	1	0																																																	Not Found	Not Found	High	High	Not Found	High	High	High	High	High	Not Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49762.t1	Montipora_capitata_KBHIv3___RNAseq.g49762.t1	0	21.39	0	20	6	10	3	4	317	34.5	8.4	15.55	6	0		78.1	95.8	97.2	90	52.8	50.6	138.2		9.84	21.12	18.87	11.37	54.9	76.3	32.81			72.9	83.7	82.4	111.4	111.1	84.9	97.5	83	35	79.5	92.5	27.7	175	109.1			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27820.t1	Montipora_capitata_KBHIv3___RNAseq.g27820.t1	0	25.299	0	18	6	10	6	6	414	44.6	6.15	14.43	6	0	362.2	573.5	674.5	654.4	617.6	393.7	445.6	481.1	4.43	1.8	6.22	9.04	7.81	25.47	9.76	5.54	351	373.7	580.8	566.2	704.8	645.5	613.8	697.6	652.7	584.3	328.2	472.3	477.5	415.8	500.3	462.6	1	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47632.t1	Montipora_capitata_KBHIv3___RNAseq.g47632.t1	0.007	1.957	46	1	1	1	1	1	868	95.8	6.64	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g28100.t1	Montipora_capitata_KBHIv3___RNAseq.g28100.t1	0	8.474	0	4	2	2	2	2	621	69.9	6.35	0	2	0		18.1	16.4	17.6	16.7	20.4	20.9	16.3		16.41	5.75	0.64	9.52	9.86	58.94	1.33			16.1	20.4	15.8	17.1	17.7	17.5	15.6	17.8	21.9	19	13.4	32.6	16.2	16.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29752.t2	Montipora_capitata_KBHIv3___RNAseq.g29752.t2	0.007	1.887	47	1	1	1	0	1	1241	139.2	8.41	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	Not Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44337.t1	Montipora_capitata_KBHIv3___RNAseq.g44337.t1	0.003	2.709	16	4	1	1	1	1	723	79.9	5.87	0	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g46760.t1	Montipora_capitata_KBHIv3___RNAseq.g46760.t1	0.002	3.164	13	16	2	2	2	2	91	11.1	10.32	1.74	2	0		26.9	15.6	22.9	15.9	18.5	20.4	19.8		5.39	23.02	10.02	19.27	37.23	20.37	2.42			25.9	28	13.3	18.4	24.6	21.4	13.8	18.2	14.1	24.2	23.6	17.6	19.5	20.1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7241.t1	Montipora_capitata_KBHIv3___RNAseq.g7241.t1	0	11.582	0	12	5	5	5	5	349	39.7	7.77	3.82	5	0	620.5	181.4	219.8	167.5	180.9	152.9	124.7	152.3	7.44	6.54	9.31	10.39	34.72	3.73	23.64	1.39	654	588.6	173.2	189.9	234.8	205.8	155.6	180.3	232.4	140.8	148.9	157	147.6	105.3	153.8	150.8	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s19_g2032	Durusdinium_trenchii_CCMP2556_v1___s19_g2032	0.002	3.197	13	2	1	1	1	1	585	64.5	6.23	2.21	1	0		21.4	13.3	20.9	16.3	19	22.5	18.2		21.49	12.92	13.06	23.31	28.28	34.97	10.03			25	18.4	12.1	14.6	22.9	19	19.2	13.8	15.5	23.2	17.5	28.9	16.9	19.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41015.t1a	Montipora_capitata_KBHIv3___RNAseq.g41015.t1a	0	8.959	0	9	3	3	3	3	386	43.1	6.58	0	3	0		102.7	145.7	109.5	151.3	112.5	109.4	95.5		4.08	14.58	15.87	0.68	0.03	2.48	14.38			99.8	105.7	161.5	131.4	97.8	122.6	150.6	152.1	112.5	112.5	111.4	107.5	105.7	86.2			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33876.t1	Montipora_capitata_KBHIv3___RNAseq.g33876.t1	0	68.063	0	34	15	22	15	15	538	59.6	6	32.89	15	0	2213.3	942.6	1077.6	820.3	1136.4	980.7	877.4	814.4	78.98	4.43	11.97	4.6	2.17	16.88	24.3	2.46	4158.3	1178.1	913.5	972.6	989.9	1173	794.1	847.5	1119.1	1153.9	869.9	1105.6	1043.7	737.6	828.7	800.4	3	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000355921.11	Cladocopium_goreaui_v3___evm.model.scf7180000355921.11	0	8.022	0	6	3	3	1	3	493	54.3	5.71	6.25	3	0	122	47	60.1	72.8	40.5	43.1	61	50.9		17.27	0.43	6.58	32.29	23.82	63.54	17.26		122	53.1	41.6	59.9	60.3	69.5	76.3	51.1	32.1	51	36.3	37.6	98.9	45	57.5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12745.t1	Montipora_capitata_KBHIv3___RNAseq.g12745.t1	0	35.751	0	16	10	10	1	5	840	91.3	5.55	7.23	10	4		172.8	160.8	166.9	197.7	166.5	123.8	165.9		10.28	0.57	6.28	7.23	18.24	26.11	15.06			160.7	185.9	160.2	161.5	159.7	174.5	187.9	208.1	146.2	189.5	149.2	102.7	184.6	149.1			4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7406.t1	Montipora_capitata_KBHIv3___RNAseq.g7406.t1	0	6.635	0	25	3	3	3	3	110	12.4	8.41	3.08	3	0	225.7	64	68	63.2	55.6	78.4	60.8	65.8		12.06	18.18	8.49	9.67	19.12	14.72	7.39		225.7	58.7	69.7	59.8	77.4	67.1	59.5	51.9	59.5	89.8	68.4	54.7	67.5	69.3	62.4		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35320.t1	Montipora_capitata_KBHIv3___RNAseq.g35320.t1	0	22.426	0	22	5	5	3	3	230	26.6	6.57	8.78	5	2		134.4	125.7	138.3	143.7	190.4	361.6	135.7		22.15	19.28	10.86	12.88	15.06	56.43	7			157.4	114.8	109.6	144.2	128	149.4	157.5	131.2	171.1	211.9	237	551.6	129.1	142.6			4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34690.t1	Montipora_capitata_KBHIv3___RNAseq.g34690.t1	0	7.931	0	13	3	3	3	3	201	23.3	10.48	0	3	0	1217.6	349.8	577.4	480.5	702.5	411.7	460.2	304		17.05	4.22	7.23	0.23	30.98	30.02	13.56		1217.6	394.8	309.9	560.4	594.9	456.6	505.8	703.7	701.4	514.4	329.5	570.9	370.9	334.7	276.1		2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g4949.t1	Montipora_capitata_KBHIv3___RNAseq.g4949.t1	0	17.883	0	27	2	14	2	2	101	11.2	5.85	22.45	2	0	522.4	997.1	960.9	819.1	1172.4	1237	1110.9	1443.9		33.94	6.56	10.79	22.51	16.91	33.19	47.6		522.4	1273.6	780.7	1006.6	917.3	884.1	758.8	998.5	1376.6	1097	1395	1411	874.7	2049.6	1017.3		1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19198.t1	Montipora_capitata_KBHIv3___RNAseq.g19198.t1	0	6.263	0	7	3	3	3	3	402	45.6	9.52	2	3	0		28.2	38.8	25.9	28.5	18.5	17.9	38.2		54.93	21.11	7.87	10.48	54.83	69.03	57.94			42.4	18.7	33.4	45.2	27.4	24.5	26.5	30.7	12.3	27.9	30.5	10.5	59	24.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g50322.t1	Montipora_capitata_KBHIv3___RNAseq.g50322.t1	0	426.38	0	17	108	125	94	94	13655	1489.1	5.66	160.4	108	13	3898.6	3229.5	3016.9	4249.3	3561.9	4058.6	3523.9	2853.4	51.34	20.51	25.32	8.1	2.73	67.96	41.89	6.96	5703	2665.1	2790.7	3737.2	3615.4	2517.4	4012.6	4500	3631.3	3493.8	6852	2404	2596.7	4782.3	2716.2	2997.6	5	14	48	48	48	48	48	48	49	48	49	49	49	49	48	48	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24858.t1	Montipora_capitata_KBHIv3___RNAseq.g24858.t1	0	5.568	1	3	1	1	1	1	410	46.6	7.5	0	1	0	84.4	39.2	53.7	40.8	118.9	34.8	59.2	46.6		4.83	4.42	5.42	12.31	24.52	86.56	1.36		84.4	40.6	37.9	55.4	52	42.4	39.3	108.9	129.7	29.2	41.5	120.6	29	46.2	47.1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
