Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g21632.t1	Montipora_capitata_KBHIv3___RNAseq.g21632.t1	0	FALSE	7.725	5	2	2	2	561	63.3	5.77	1.92	2	0	69	541.6	73.3	71.8	96.5	106.6	83.6	90.1	88.8	85.3	71.7	70.4	62.6	78	92.4	82.4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34981.t1	Montipora_capitata_KBHIv3___RNAseq.g34981.t1	0	FALSE	16.026	6	5	6	5	857	95.2	7.74	5.72	5	0			17.3	14	14.5	19.1	24.1	14.7	9.4	15.6	21.6	16.7	19.4	16.2	16.9	14.2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29852.t1	Montipora_capitata_KBHIv3___RNAseq.g29852.t1	0	FALSE	43.249	18	10	17	10	665	75	6.49	16.83	10	0	350.8	611.5	1061.8	898.1	742.3	895.8	733.4	755.1	707.5	724.2	610.4	1082.1	674.3	853.4	686	698.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49332.t2	Montipora_capitata_KBHIv3___RNAseq.g49332.t2	0	FALSE	5.941	2	2	2	2	975	107.5	6.24	2.03	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g32942.t2	Montipora_capitata_KBHIv3___TS.g32942.t2	0	FALSE	8.64	9	3	3	3	398	45	7.77	4.78	3	0	338.5		47.3	57.9	64.1	84.5	58.2	58.1	48.3	45.6	43.8	70.4	55.2	41.1	37.7	54.4	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41215.t2	Montipora_capitata_KBHIv3___RNAseq.g41215.t2	0.001	FALSE	3.61	2	1	1	1	947	106.4	8.44	1.68	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35582.t1	Montipora_capitata_KBHIv3___RNAseq.g35582.t1	0	FALSE	9.032	5	2	2	2	550	63.6	5.39	2.75	2	0			85.3	83.5	71.2	72.9	58.3	65	77.5	68.4	50.1	94.9	68.9	94.7	58.6	104.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6484.t1	Montipora_capitata_KBHIv3___RNAseq.g6484.t1	0.015	FALSE	1.532	6	1	1	1	109	12.3	9.19	0	1	0	203.8		25.6	35.9	28.8	23	30.8	31.5	26.7	31.9	32.4	28.6	22.9	31	37.9	31.5	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37596.t1	Montipora_capitata_KBHIv3___RNAseq.g37596.t1	0.017	FALSE	1.406	1	1	1	1	566	64.1	5.01	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g48483.t1	Montipora_capitata_KBHIv3___RNAseq.g48483.t1	0.002	FALSE	2.673	1	1	1	1	1043	117.2	8.4	1.67	1	0																	Not Found	Not Found	High	High	Not Found	Not Found	High	High	High	Not Found	High	High	High	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g24095.t1	Montipora_capitata_KBHIv3___TS.g24095.t1	0	FALSE	5.078	4	2	2	2	655	72.4	8.29	2.35	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33451.t1	Montipora_capitata_KBHIv3___RNAseq.g33451.t1	0	FALSE	88.428	40	17	32	16	564	61.1	5.5	37.49	17	1	483.1	1012.4	552.6	1078.1	945.5	530.3	818.2	723.7	870.9	850.3	386.6	498.2	940.4	395.2	584.9	900	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49322.t1	Montipora_capitata_KBHIv3___RNAseq.g49322.t1	0	FALSE	11.353	17	3	3	3	190	22.4	10.92	2.75	3	0			105.9	91.9	122.8	118.5	129.6	109.9	107.1	86.9	93.8	92.9	97.4	96	78.5	91.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39013.t1	Montipora_capitata_KBHIv3___RNAseq.g39013.t1	0	FALSE	28.293	30	10	13	10	346	37.8	7.71	11.43	10	0		29.9	660.2	831.5	608.4	577.6	691.2	674.9	719.9	839.3	606.3	741.5	787.3	648.1	789.8	705.9	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12127.t1	Montipora_capitata_KBHIv3___RNAseq.g12127.t1	0	FALSE	15.265	7	4	4	4	734	82.4	5.24	0	4	0			44.3	40	40.8	46.8	41	51.5	45.3	38.8	36.8	45	39.5	32.2	43.7	39.1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6258.t1	Montipora_capitata_KBHIv3___RNAseq.g6258.t1	0.001	FALSE	2.893	7	1	1	1	184	21	5.29	0	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20958.t1	Montipora_capitata_KBHIv3___RNAseq.g20958.t1	0	FALSE	6.352	7	1	1	1	204	22.9	7.36	2.04	1	0			44.4	43.8	32.6	46	25.5	44.9	33.8	24.7	31.4	39.2	53.4	53.7	13.7	29.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5419.t1	Montipora_capitata_KBHIv3___RNAseq.g5419.t1	0	FALSE	23.487	3	6	6	6	2059	224.8	8.72	2.07	6	0			303	293.3	366.4	411.4	375.9	323.9	375.6	350.6	286.1	291.3	309.2	283.3	319.4	278.4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12664.t1	Montipora_capitata_KBHIv3___RNAseq.g12664.t1	0	FALSE	102.503	39	20	41	20	659	73.9	5.83	19.32	20	0		1832.6	1618.9	1721.2	1687.2	1615.8	1482	1439.8	1695	1916.8	1428.1	1715.1	1557.3	1612.5	1813.7	1780	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39825.t1	Montipora_capitata_KBHIv3___RNAseq.g39825.t1	0	FALSE	10.366	17	3	3	3	246	28.5	4.78	2.74	3	0			105.3	113.6	66.6	72.9	127.4	92.2	67.2	68.6	123.8	103.9	58.3	78.1	99.5	58.4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___TS.g20823.t1	Montipora_capitata_KBHIv3___TS.g20823.t1	0.015	FALSE	1.541	0	1	1	1	3948	452.4	5.53	2.54	1	0		134.1	80.6	83.6	82.1	67.4	77.6	90.9	91.7	74.8	81.7	83.4	74.2	89.5	89.8	86	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g21621.t1	Montipora_capitata_KBHIv3___RNAseq.g21621.t1	0.016	FALSE	1.494	2	1	1	1	306	33.8	7.72	0	1	0																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35292.t1	Montipora_capitata_KBHIv3___RNAseq.g35292.t1	0	FALSE	10.85	9	3	4	3	534	59.4	7.94	4.54	3	0																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44731.t1	Montipora_capitata_KBHIv3___RNAseq.g44731.t1	0	FALSE	29.019	30	4	10	4	191	21.3	7.43	16.54	4	0	352.7		783.4	937.4	572.1	755.6	545	607.4	564.4	697.9	82.9	1160	565.6	231.9	604.7	529.8	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g36866.t1	Montipora_capitata_KBHIv3___TS.g36866.t1	0	FALSE	46.761	24	9	14	9	543	59.1	6.39	17.87	9	0		564	268.6	265.9	336.1	316	321.1	324.8	328.3	307.3	331.8	227	288.9	290.6	249	223.8	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3192.t1	Montipora_capitata_KBHIv3___RNAseq.g3192.t1	0	FALSE	45.697	51	10	19	10	273	29.8	8.06	9.37	10	0		616.9	672.7	757	801.4	863.2	654	695.9	711.3	670.6	784.4	730.6	818.4	771.2	681.2	685.6	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g45127.t1	Montipora_capitata_KBHIv3___RNAseq.g45127.t1	0	FALSE	5.509	7	2	3	2	279	31.6	5.85	0	2	0		67	79.1	103.5	93.4	80.2	106.3	122.7	63.2	62.4	87.3	71.2	48.5	8.2	82.2	76.9	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11946.t1	Montipora_capitata_KBHIv3___RNAseq.g11946.t1	0.008	FALSE	1.781	2	1	1	1	364	39.6	9.01	0	1	0		180.2	55.4	62.9	49.8	49.5	50	54.1	33.2	36.8	39.4	45.8	30.6	41.7	55.6	52.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g10747.t1	Montipora_capitata_KBHIv3___RNAseq.g10747.t1	0	FALSE	23.302	13	4	4	4	586	64.2	8.53	2.96	4	0			35.5	37.4	30.4	33.1	31.5	32.5	26.8	25.9	33.3	29.2	35.5	30.3	30.4	31.3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43875.t1	Montipora_capitata_KBHIv3___RNAseq.g43875.t1	0	FALSE	10.14	19	6	6	6	438	49.3	5.17	5.06	6	0		736.2	351.2	327	434	344.8	299.4	404	405.8	280	289.7	270.8	239.9	215.5	389.9	364.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24181.t1	Montipora_capitata_KBHIv3___RNAseq.g24181.t1	0	FALSE	13.245	30	5	5	5	205	23.2	6.09	2.45	5	0	1196.2		36.8	34.5	20	26.9	26.8	25.6	20	29.9	40.8	34	23.5	32.6	32.9	41.9	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42024.t1	Montipora_capitata_KBHIv3___RNAseq.g42024.t1	0	FALSE	18.292	10	8	8	8	899	102.1	8.02	6.22	8	0		414.1	82.6	80.3	96.2	114.3	119.2	106.6	80.5	97.7	82	71.1	80.1	72	102.9	73.2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g32231.t2	Montipora_capitata_KBHIv3___TS.g32231.t2	0	FALSE	8.869	4	4	5	4	772	85.2	8.73	6.23	4	0			61.1	19.9	22.9	63.4	19.2	14.9	29.1	26.2	42.5	15	72.7	60.2	30.6	23.7	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15921.t1	Montipora_capitata_KBHIv3___RNAseq.g15921.t1	0	FALSE	7.547	15	1	1	1	127	14	8.35	2.25	1	0																	Not Found	Not Found	High	High	High	Not Found	Not Found	High	High	High	High	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49760.t1	Montipora_capitata_KBHIv3___RNAseq.g49760.t1	0	FALSE	5.333	8	2	2	2	251	29	6.55	1.7	2	0			38.4	47.3	50.5	53	42.9	49.2	44.7	38.7	35.5	41.3	41.4	33.2	40.4	48.3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41584.t1	Montipora_capitata_KBHIv3___RNAseq.g41584.t1	0	FALSE	5.397	6	1	1	1	341	37.7	5.88	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22970.t1	Montipora_capitata_KBHIv3___RNAseq.g22970.t1	0	FALSE	27.079	48	6	18	2	120	13.3	10.45	16.86	6	1		377.5	66.1	10.3	87.7	16.5	7.5	39.5	42.1	31.1	115.3	13.5	38.7	7.1	8.8	10	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g19123.t1	Montipora_capitata_KBHIv3___TS.g19123.t1	0	FALSE	25.202	19	3	12	2	254	26.7	7.69	23.77	3	1		401.3	559.9	502.6	494.5	445.4	476.5	376.5	414	518.2	478.6	670	510.7	224.6	459.3	250.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g416.t1	Montipora_capitata_KBHIv3___RNAseq.g416.t1	0	FALSE	40.469	36	10	11	10	373	41.3	8.88	8.58	10	0		129.4	179.4	143.8	201	203.2	161.5	202.3	227.8	215.3	203	173.8	231.5	149.9	200.1	147.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40436.t1	Montipora_capitata_KBHIv3___RNAseq.g40436.t1	0	FALSE	17.959	17	4	8	4	325	36.8	7.02	11.14	4	0		412.3	117.4	107	112	94.4	111.5	105.1	87.5	81.6	96.1	94.2	75.7	99.5	102.1	92.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g36115.t1	Montipora_capitata_KBHIv3___TS.g36115.t1	0.002	FALSE	2.682	2	1	1	1	368	40.1	7.23	1.73	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11502.t1	Montipora_capitata_KBHIv3___RNAseq.g11502.t1	0	FALSE	14.91	7	4	4	2	677	76.9	8.79	2.26	4	0	782.1		38.3	43.4	36	27.5	42	38.3	29.5	29	45.1	31.2	35.2	49.8	35.2	43.8	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7284.t2	Montipora_capitata_KBHIv3___RNAseq.g7284.t2	0	FALSE	22.476	11	6	6	6	611	68.2	6.86	6.73	6	0	195.5		71.3	67.5	132.5	98.2	86.1	95.2	119.2	113.8	82.4	62.9	69	58.5	69.8	67	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12872.t1	Montipora_capitata_KBHIv3___RNAseq.g12872.t1	0.041	FALSE	1.04	13	1	1	1	69	8	10.52	2	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15920.t1	Montipora_capitata_KBHIv3___RNAseq.g15920.t1	0.001	FALSE	3.344	5	1	2	1	182	19.7	8.1	0	1	0			75.7	55.6	55.7	54.5	48.5	37.5	45.9	47.3	55.1	70	72.1	22.5	83.5	34.1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.37943_t	Montipora_capitata_KBHIv3___RNAseq.37943_t	0.023	FALSE	1.281	2	1	1	1	510	57.1	8.37	0	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35112.t1	Montipora_capitata_KBHIv3___RNAseq.g35112.t1	0	FALSE	32.615	9	12	13	1	1315	152.6	4.88	6.32	12	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6701.t1b	Montipora_capitata_KBHIv3___RNAseq.g6701.t1b	0	FALSE	9.773	3	2	2	2	846	92.8	5.11	2.84	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23504.t1	Montipora_capitata_KBHIv3___RNAseq.g23504.t1	0	FALSE	34.809	26	7	9	7	324	36.2	5.55	8.95	7	0		460.4	802	798.9	696.8	836	653.1	809	682.6	612.2	708.6	793.2	698.2	440.7	741.4	765	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14436.t1	Montipora_capitata_KBHIv3___RNAseq.g14436.t1	0	FALSE	21.859	14	6	6	6	443	51.6	5.34	1.8	6	0		31.1	212.5	203.8	298	302.4	259.8	254.6	293.1	264.4	224.9	226.8	252.8	192.4	194.6	234	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24569.t1	Montipora_capitata_KBHIv3___RNAseq.g24569.t1	0	FALSE	15.639	15	3	4	3	270	29.2	5.29	2.41	3	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19770.t2	Montipora_capitata_KBHIv3___RNAseq.g19770.t2	0	FALSE	64.827	14	12	22	12	1020	116.4	6.42	12.02	12	0	61.3	1003.4	610.6	661.4	692.3	531.1	864.4	662.3	695.4	763.4	915.7	551.9	903.1	1164.3	1012.9	939.2	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20410.t1	Montipora_capitata_KBHIv3___RNAseq.g20410.t1	0.008	FALSE	1.795	4	1	1	1	483	51.9	7.9	2.03	1	0																	Not Found	Not Found	High	High	High	Not Found	High	High	Not Found	High	Not Found	Not Found	High	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33471.t1	Montipora_capitata_KBHIv3___RNAseq.g33471.t1	0	FALSE	16.802	21	4	4	4	226	25.3	6.43	4.7	4	0			169.3	190.5	307.3	223.8	212.9	218.1	189.4	262.4	217.2	172.7	177.1	264.8	208.6	164.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g2103.t1	Montipora_capitata_KBHIv3___TS.g2103.t1	0	FALSE	7.494	19	3	3	3	169	18.8	7.71	1.89	3	0		43.1	88.9	95.5	115.1	94.8	86.6	100.3	105.2	76.5	104.3	71.2	78.7	100.4	102.6	91.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40931.t1	Montipora_capitata_KBHIv3___RNAseq.g40931.t1	0.001	FALSE	3.43	2	1	1	1	841	92.9	5.68	2.62	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g1164.t1	Montipora_capitata_KBHIv3___RNAseq.g1164.t1	0	FALSE	7.961	12	3	5	3	225	25.2	6.8	2.15	3	0			499.8	495.1	391.2	356.4	443.4	408.3	422.3	336.8	390.9	505.6	466.6	397.6	418.5	445	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g31246.t1	Montipora_capitata_KBHIv3___RNAseq.g31246.t1	0.007	FALSE	1.877	3	1	1	1	354	41	6.48	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33828.t1	Montipora_capitata_KBHIv3___RNAseq.g33828.t1	0	FALSE	7.129	5	3	3	3	609	69.1	7.46	1.92	3	0			19.5	7.4	16.7	20.3	20.9	21.7	11.5	13.2	17	14.2	14.5	15.2	12.7	13.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9857.t1	Montipora_capitata_KBHIv3___RNAseq.g9857.t1	0.02	FALSE	1.353	2	1	1	1	406	46.4	9.16	0	1	0			29.5	27.2	36.4	29	39.3	27.6	24.6	30	24.5	34.9	38.1	42.6	32.4	38	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___TS.g26901.t1	Montipora_capitata_KBHIv3___TS.g26901.t1	0.012	FALSE	1.627	3	1	1	1	437	48.7	6.84	2.49	1	0																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g2923.t1a	Montipora_capitata_KBHIv3___RNAseq.g2923.t1a	0	FALSE	6.772	6	3	4	2	575	63.3	8.03	2.01	3	0		338.8	66.7	52.5	57.8	62.9	68.5	65.2	40.1	43.6	6.7	64.9	36.4	6.3	79.3	79.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6189.t1	Montipora_capitata_KBHIv3___RNAseq.g6189.t1	0.037	FALSE	1.092	1	1	1	1	818	94.6	5.49	2.4	1	0																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49806.t1	Montipora_capitata_KBHIv3___RNAseq.g49806.t1	0	FALSE	19.29	19	6	7	6	273	30.8	4.78	0	6	0		240.9	319.6	370.2	112.4	140.4	265.7	110.8	96.7	89.1	493.5	371.7	208.4	178	130	175.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g16248.t1	Montipora_capitata_KBHIv3___RNAseq.g16248.t1	0.001	FALSE	4.546	7	1	1	1	186	21.3	5.2	0	1	0			46.4	33	28.1	43.7	38.7	35.2	35.2	36.7	29.7	28.4	38.5	4.2	36.4	48	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27820.t1	Montipora_capitata_KBHIv3___RNAseq.g27820.t1	0	FALSE	39.353	23	7	12	7	414	44.6	6.15	14.43	7	0	352.1	380.9	618.6	615.6	755.3	703.3	686.6	762.5	694.1	623.4	339.3	518.7	530.4	476.8	540	512	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g44845.t1	Montipora_capitata_KBHIv3___TS.g44845.t1	0	FALSE	19.027	11	5	8	2	676	74.9	5.03	2.27	5	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13664.t1	Montipora_capitata_KBHIv3___RNAseq.g13664.t1	0.007	FALSE	1.866	10	1	1	1	147	16.7	5.85	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49762.t1	Montipora_capitata_KBHIv3___RNAseq.g49762.t1	0	FALSE	24.08	20	6	10	4	317	34.5	8.4	15.55	6	0			72.3	83.4	81.4	110.2	111.9	84.9	95.2	80.9	34.8	78.7	91.3	28.7	172.4	109.4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
